50004|1|R|E0004.png|image/png|18.00|沐浴躺椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50004|2|R|E0004.png|image/png|18.00|沐浴躺椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50005|1|R|E0005.png|image/png|15.00|洗澡椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50005|2|R|E0005.png|image/png|15.00|洗澡椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50006|1|R|E0006.png|image/png|15.00|可掀式洗澡椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50006|2|R|E0006.png|image/png|15.00|可掀式洗澡椅|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50007|1|R|E0007.png|image/png|25.00|一字型安全扶手|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
50007|2|R|E0007.png|image/png|25.00|一字型安全扶手|1|B1|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60001|1|R|0001.png|image/png|100.00|三馬達電動型養護床|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60001|2|R|0001.png|image/png|100.00|三馬達電動型養護床|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60002|1|R|0002.png|image/png|20.00|醫療等級護理床墊|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60002|2|R|0002.png|image/png|20.00|醫療等級護理床墊|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60003|1|R|0003.png|image/png|30.00|居家等級護理床墊|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60003|2|R|0003.png|image/png|30.00|居家等級護理床墊|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60004|1|R|0004.png|image/png|45.00|居家照顧電動床架|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60004|2|R|0004.png|image/png|45.00|居家照顧電動床架|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60005|1|R|0005.png|image/png|100.00|居家照顧床開門式|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
60005|2|R|0005.png|image/png|100.00|居家照顧床開門式|1|B2|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
70001|1|R|G0001.png|image/png|5.00|單側門檻式斜坡板|1|B3|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
70001|2|R|G0001.png|image/png|5.00|單側門檻式斜坡板|1|B3|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
80001|1|R|H0001.png|image/png|10.00|德國原裝進口專業血糖機|1|B4|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
80001|2|R|H0001.png|image/png|10.00|德國原裝進口專業血糖機|1|B4|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
80002|1|R|H0002.png|image/png|10.00|醫用級電子血壓計|1|B4|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
80002|2|R|H0002.png|image/png|10.00|醫用級電子血壓計|1|B4|0|forProductPage_2.png|forProductPage_3.png|image/png|image/png
